!!SBtab SbtabVersion='1.0' TableType='Compound' TableName='C elegans metabolites'
!ID	!Name	!Location	!Charge	!Formula	!Identifiers:chebi	!Identifiers:pubmed	!Identifiers:doi	!Identifiers:eco	!Comment	!Curator	!Notes:Old_ID	!Notes:InChI	!Notes:InChIKey	!Notes:SMILES	!Notes:Name_neutral	!Notes:Formula_Neutral	!Notes:InChI_neutral	!Notes:InChIKey_neutral	!Notes:SMILES_neutral	!Notes:ChEBI_neutral	!Notes:KEGG_neutral	!Notes:MetaCyc_neutral	!Notes:HMDB_neutral	!Notes:LipidMaps_neutral	!Notes:SwissLipids_neutral	!Notes:Wikidata_neutral	!Notes:Pubchem_neutral	!Notes:Metabolights_neutral	!Notes:Chemspider_neutral
M_coa6_0_3oh5me__S_m	(S)-3-Hydroxyl-5-methylhexanoyl-CoA(4-)	m	-4	C28H44N7O18P3S					corrected to systematic ID	wimi	M_3hc7isocoa_m	InChI=1S/C28H48N7O18P3S/c1-15(2)9-16(36)10-19(38)57-8-7-30-18(37)5-6-31-26(41)23(40)28(3,4)12-50-56(47,48)53-55(45,46)49-11-17-22(52-54(42,43)44)21(39)27(51-17)35-14-34-20-24(29)32-13-33-25(20)35/h13-17,21-23,27,36,39-40H,5-12H2,1-4H3,(H,30,37)(H,31,41)(H,45,46)(H,47,48)(H2,29,32,33)(H2,42,43,44)/p-4/t16-,17+,21+,22+,23-,27+/m0/s1	LSNDUFOIDVSJOB-ZORKKWTOSA-J	[H][C@](O)(CC(C)C)CC(=O)SCCNC(=O)CCNC(=O)[C@]([H])(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP([O-])([O-])=O	(S)-3-Hydroxyl-5-methylhexanoyl-CoA	C28H48N7O18P3S	InChI=1/C28H48N7O18P3S/c1-15(2)9-16(36)10-19(38)57-8-7-30-18(37)5-6-31-26(41)23(40)28(3,4)12-50-56(47,48)53-55(45,46)49-11-17-22(52-54(42,43)44)21(39)27(51-17)35-14-34-20-24(29)32-13-33-25(20)35/h13-17,21-23,27,36,39-40H,5-12H2,1-4H3,(H,30,37)(H,31,41)(H,45,46)(H,47,48)(H2,29,32,33)(H2,42,43,44)/t16-,17+,21+,22+,23-,27+/s2	LSNDUFOIDVSJOB-ZORKKWTOSA-N	[H][C@](O)(CC(C)C)CC(=O)SCCNC(=O)CCNC(=O)[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O										
M_coa6_0_5me_m	5-methylhexanoyl-CoA(4-)	m	-4	C28H44N7O17P3S					corrected to systematic ID	wimi	M_c7isocoa_m	InChI=1S/C28H48N7O17P3S/c1-16(2)6-5-7-19(37)56-11-10-30-18(36)8-9-31-26(40)23(39)28(3,4)13-49-55(46,47)52-54(44,45)48-12-17-22(51-53(41,42)43)21(38)27(50-17)35-15-34-20-24(29)32-14-33-25(20)35/h14-17,21-23,27,38-39H,5-13H2,1-4H3,(H,30,36)(H,31,40)(H,44,45)(H,46,47)(H2,29,32,33)(H2,41,42,43)/p-4/t17-,21-,22-,23+,27-/m0/s1	KQVPATRBGPRFQO-YPVUVRSUSA-J	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCC(C)C)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP([O-])([O-])=O	5-methylhexanoyl-CoA	C28H48N7O17P3S	InChI=1/C28H48N7O17P3S/c1-16(2)6-5-7-19(37)56-11-10-30-18(36)8-9-31-26(40)23(39)28(3,4)13-49-55(46,47)52-54(44,45)48-12-17-22(51-53(41,42)43)21(38)27(50-17)35-15-34-20-24(29)32-14-33-25(20)35/h14-17,21-23,27,38-39H,5-13H2,1-4H3,(H,30,36)(H,31,40)(H,44,45)(H,46,47)(H2,29,32,33)(H2,41,42,43)/t17-,21-,22-,23+,27-/s2	KQVPATRBGPRFQO-YPVUVRSUSA-N	[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCC(C)C)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP(O)(O)=O										
M_coa6_1_2e5me_m	trans-5-methylhex-2-enoyl-CoA(4-)	m	-4	C28H42N7O17P3S					corrected to systematic ID	wimi	M_c7iso2coa_m	InChI=1S/C28H46N7O17P3S/c1-16(2)6-5-7-19(37)56-11-10-30-18(36)8-9-31-26(40)23(39)28(3,4)13-49-55(46,47)52-54(44,45)48-12-17-22(51-53(41,42)43)21(38)27(50-17)35-15-34-20-24(29)32-14-33-25(20)35/h5,7,14-17,21-23,27,38-39H,6,8-13H2,1-4H3,(H,30,36)(H,31,40)(H,44,45)(H,46,47)(H2,29,32,33)(H2,41,42,43)/p-4/b7-5+/t17-,21-,22-,23+,27-/m0/s1	CLJDGSLAMHPGLJ-CXKZMUJXSA-J	[H]\C(CC(C)C)=C(\[H])C(=O)SCCNC(=O)CCNC(=O)[C@@]([H])(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP([O-])([O-])=O	trans-5-methylhex-2-enoyl-CoA	C28H46N7O17P3S	InChI=1/C28H46N7O17P3S/c1-16(2)6-5-7-19(37)56-11-10-30-18(36)8-9-31-26(40)23(39)28(3,4)13-49-55(46,47)52-54(44,45)48-12-17-22(51-53(41,42)43)21(38)27(50-17)35-15-34-20-24(29)32-14-33-25(20)35/h5,7,14-17,21-23,27,38-39H,6,8-13H2,1-4H3,(H,30,36)(H,31,40)(H,44,45)(H,46,47)(H2,29,32,33)(H2,41,42,43)/b7-5+/t17-,21-,22-,23+,27-/s2	CLJDGSLAMHPGLJ-CXKZMUJXSA-N	[H]\C(CC(C)C)=C(\[H])C(=O)SCCNC(=O)CCNC(=O)[C@@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP(O)(O)=O										
M_coa8_0_3o7me_m	3-Oxo-7-methyloctanoyl-CoA(4-)	m	-4	C30H46N7O18P3S					corrected to systematic ID	wimi	M_3oc9isocoa_m	InChI=1S/C30H50N7O18P3S/c1-17(2)6-5-7-18(38)12-21(40)59-11-10-32-20(39)8-9-33-28(43)25(42)30(3,4)14-52-58(49,50)55-57(47,48)51-13-19-24(54-56(44,45)46)23(41)29(53-19)37-16-36-22-26(31)34-15-35-27(22)37/h15-17,19,23-25,29,41-42H,5-14H2,1-4H3,(H,32,39)(H,33,43)(H,47,48)(H,49,50)(H2,31,34,35)(H2,44,45,46)/p-4/t19-,23-,24-,25+,29-/m1/s1	VAMSVBPIVXQTFY-FUEUKBNZSA-J	[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCC(C)C)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP([O-])([O-])=O	3-Oxo-7-methyloctanoyl-CoA	C30H50N7O18P3S	InChI=1S/C30H50N7O18P3S/c1-17(2)6-5-7-18(38)12-21(40)59-11-10-32-20(39)8-9-33-28(43)25(42)30(3,4)14-52-58(49,50)55-57(47,48)51-13-19-24(54-56(44,45)46)23(41)29(53-19)37-16-36-22-26(31)34-15-35-27(22)37/h15-17,19,23-25,29,41-42H,5-14H2,1-4H3,(H,32,39)(H,33,43)(H,47,48)(H,49,50)(H2,31,34,35)(H2,44,45,46)/t19-,23-,24-,25+,29-/m1/s1	VAMSVBPIVXQTFY-FUEUKBNZSA-N	CC(C)CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N	CHEBI:12258;CHEBI:15506;CHEBI:2272	C03685			LMFA07050277		Q27089488	11966134		10140128
M_coa8_0_3oh7me__S_m	(S)-3-Hydroxy-7-methyloctanoyl-CoA(4-)	m	-4	C30H48N7O18P3S					corrected to systematic ID	wimi	M_3hc9isocoa_m	InChI=1S/C30H52N7O18P3S/c1-17(2)6-5-7-18(38)12-21(40)59-11-10-32-20(39)8-9-33-28(43)25(42)30(3,4)14-52-58(49,50)55-57(47,48)51-13-19-24(54-56(44,45)46)23(41)29(53-19)37-16-36-22-26(31)34-15-35-27(22)37/h15-19,23-25,29,38,41-42H,5-14H2,1-4H3,(H,32,39)(H,33,43)(H,47,48)(H,49,50)(H2,31,34,35)(H2,44,45,46)/p-4/t18-,19+,23+,24+,25-,29+/m0/s1	KEGRHRCIKYBVSA-UGDQNKSBSA-J	[H][C@](O)(CCCC(C)C)CC(=O)SCCNC(=O)CCNC(=O)[C@]([H])(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP([O-])([O-])=O	(S)-3-Hydroxy-7-methyloctanoyl-CoA	C30H52N7O18P3S	InChI=1/C30H52N7O18P3S/c1-17(2)6-5-7-18(38)12-21(40)59-11-10-32-20(39)8-9-33-28(43)25(42)30(3,4)14-52-58(49,50)55-57(47,48)51-13-19-24(54-56(44,45)46)23(41)29(53-19)37-16-36-22-26(31)34-15-35-27(22)37/h15-19,23-25,29,38,41-42H,5-14H2,1-4H3,(H,32,39)(H,33,43)(H,47,48)(H,49,50)(H2,31,34,35)(H2,44,45,46)/t18-,19+,23+,24+,25-,29+/s2	KEGRHRCIKYBVSA-UGDQNKSBSA-N	[H][C@](O)(CCCC(C)C)CC(=O)SCCNC(=O)CCNC(=O)[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O										
M_coa8_0_7me_m	7-methyloctanoyl-CoA(4-)	m	-4	C30H48N7O17P3S					corrected to systematic ID	wimi	M_c9isocoa_m	InChI=1S/C30H52N7O17P3S/c1-18(2)8-6-5-7-9-21(39)58-13-12-32-20(38)10-11-33-28(42)25(41)30(3,4)15-51-57(48,49)54-56(46,47)50-14-19-24(53-55(43,44)45)23(40)29(52-19)37-17-36-22-26(31)34-16-35-27(22)37/h16-19,23-25,29,40-41H,5-15H2,1-4H3,(H,32,38)(H,33,42)(H,46,47)(H,48,49)(H2,31,34,35)(H2,43,44,45)/p-4/t19-,23-,24-,25+,29-/m1/s1	VLQMJDKLPNKZNA-FUEUKBNZSA-J	[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCCC(C)C)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP([O-])([O-])=O	7-methyloctanoyl-CoA	C30H52N7O17P3S	InChI=1S/C30H52N7O17P3S/c1-18(2)8-6-5-7-9-21(39)58-13-12-32-20(38)10-11-33-28(42)25(41)30(3,4)15-51-57(48,49)54-56(46,47)50-14-19-24(53-55(43,44)45)23(40)29(52-19)37-17-36-22-26(31)34-16-35-27(22)37/h16-19,23-25,29,40-41H,5-15H2,1-4H3,(H,32,38)(H,33,42)(H,46,47)(H,48,49)(H2,31,34,35)(H2,43,44,45)/t19-,23-,24-,25+,29-/m1/s1	VLQMJDKLPNKZNA-FUEUKBNZSA-N	[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCCC(C)C)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O										
M_coa8_1_2e7me_m	trans-7-methyloct-2-enoyl-CoA(4-)	m	-4	C30H46N7O17P3S					corrected to systematic ID	wimi	M_c9iso2coa_m	InChI=1S/C30H50N7O17P3S/c1-18(2)8-6-5-7-9-21(39)58-13-12-32-20(38)10-11-33-28(42)25(41)30(3,4)15-51-57(48,49)54-56(46,47)50-14-19-24(53-55(43,44)45)23(40)29(52-19)37-17-36-22-26(31)34-16-35-27(22)37/h7,9,16-19,23-25,29,40-41H,5-6,8,10-15H2,1-4H3,(H,32,38)(H,33,42)(H,46,47)(H,48,49)(H2,31,34,35)(H2,43,44,45)/p-4/b9-7+/t19-,23-,24-,25+,29-/m0/s1	UTIOTQPBYIHZGV-LZTDKBKRSA-J	[H]\C(CCCC(C)C)=C(\[H])C(=O)SCCNC(=O)CCNC(=O)[C@@]([H])(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP([O-])([O-])=O	trans-7-methyloct-2-enoyl-CoA	C30H50N7O17P3S	InChI=1/C30H50N7O17P3S/c1-18(2)8-6-5-7-9-21(39)58-13-12-32-20(38)10-11-33-28(42)25(41)30(3,4)15-51-57(48,49)54-56(46,47)50-14-19-24(53-55(43,44)45)23(40)29(52-19)37-17-36-22-26(31)34-16-35-27(22)37/h7,9,16-19,23-25,29,40-41H,5-6,8,10-15H2,1-4H3,(H,32,38)(H,33,42)(H,46,47)(H,48,49)(H2,31,34,35)(H2,43,44,45)/b9-7+/t19-,23-,24-,25+,29-/s2	UTIOTQPBYIHZGV-LZTDKBKRSA-N	[H]\C(CCCC(C)C)=C(\[H])C(=O)SCCNC(=O)CCNC(=O)[C@@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@]1([H])O[C@]([H])(N2C=NC3=C(N)N=CN=C23)[C@@]([H])(O)[C@@]1([H])OP(O)(O)=O										
M_crm_c	ceramide	c	0	C19H36NO3R	CHEBI:17761									O[C@H]([*])[C@H](C[*])NC([*])=O	ceramide	C19H36NO3R			O[C@H]([*])[C@H](C[*])NC([*])=O	CHEBI:17761									
M_crm_m	ceramide	m	0	C19H36NO3R	CHEBI:17761									O[C@H]([*])[C@H](C[*])NC([*])=O	ceramide	C19H36NO3R			O[C@H]([*])[C@H](C[*])NC([*])=O	CHEBI:17761									
M_crm_n	ceramide	n	0	C19H36NO3R	CHEBI:17761									O[C@H]([*])[C@H](C[*])NC([*])=O	ceramide	C19H36NO3R			O[C@H]([*])[C@H](C[*])NC([*])=O	CHEBI:17761									
M_ct_frdp_c	cis,trans- Farnesyl diphosphate(3-)	c	-3	C15H25O7P2	CHEBI:162247				corrected charge state to -3 at pH 7.3	wimi		InChI=1S/C15H28O7P2/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-21-24(19,20)22-23(16,17)18/h7,9,11H,5-6,8,10,12H2,1-4H3,(H,19,20)(H2,16,17,18)/p-3/b14-9+,15-11-	VWFJDQUYCIWHTN-PVMFERMNSA-K	CC(C)=CCC\C(C)=C\CC\C(C)=C/COP([O-])(=O)OP([O-])([O-])=O	2-cis,6-trans-farnesyl diphosphate	C15H28O7P2	InChI=1S/C15H28O7P2/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-21-24(19,20)22-23(16,17)18/h7,9,11H,5-6,8,10,12H2,1-4H3,(H,19,20)(H2,16,17,18)/b14-9+,15-11-	VWFJDQUYCIWHTN-PVMFERMNSA-N	CC(C)=CCC\C(C)=C\CC\C(C)=C/COP(O)(=O)OP(O)(O)=O	CHEBI:19515	C16826			LMPR0103010010		Q27109186	445683		393244
M_cytr_c	cytidine 5'-monophosphate(1-) residue	c	-1	C9H11N3O7P	CHEBI:82748									NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP([O-])(-*)=O)[C@@H](O-*)[C@H]1O															
M_dhcrm_c	dihydroceramide	c	0	C19H38NO3R	CHEBI:31488									CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC([*])=O															
M_dlnlcgcoa_m	dihomo-gamma-linolenyl coenzyme A(4-)	m	-4	C41H64N7O17P3S	CHEBI:74264							InChI=1S/C41H68N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h8-9,11-12,14-15,28-30,34-36,40,51-52H,4-7,10,13,16-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/p-4/b9-8-,12-11-,15-14-/t30-,34-,35-,36+,40-/m1/s1	FJWJALRUNNZIBB-DDQUOPDJSA-J	CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C1N=CN=C2N	all-cis-icosa-8,11,14-trienoyl-CoA	C41H68N7O17P3S	InChI=1S/C41H68N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h8-9,11-12,14-15,28-30,34-36,40,51-52H,4-7,10,13,16-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/b9-8-,12-11-,15-14-/t30-,34-,35-,36+,40-/m1/s1	FJWJALRUNNZIBB-DDQUOPDJSA-N	CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N	CHEBI:27979	C03595		HMDB0060185;HMDB60185;HMDB03947;HMDB0003947	LMFA07050011		Q27103436	11966190		10140183
M_DNA_c	DNA (biomass)	c	0																										
M_ETR_Quinols_c	electron-transfer-related quinol	c	0																										
M_ETR_Quinones_c	electron-transfer-related quinone	c	0																										
M_fa17c9crn_c	O-cis-9,10-methylenehexadecanoyl-L-carnitine	c	0	C24H45NO4					correct to L-carnitine version	wimi	M_fa17c9crn_c	InChI=1S/C24H45NO4/c1-5-6-7-11-14-20-17-21(20)15-12-9-8-10-13-16-24(28)29-22(18-23(26)27)19-25(2,3)4/h20-22H,5-19H2,1-4H3/t20-,21+,22+/m0/s1	InChIKey=HZZZPXYJZMCKMS-BHDDXSALSA-N	[H][C@]1(CCCCCC)C[C@@]1([H])CCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C	O-cis-9,10-methylenehexadecanoyl-L-carnitine	C24H45NO4	InChI=1S/C24H45NO4/c1-5-6-7-11-14-20-17-21(20)15-12-9-8-10-13-16-24(28)29-22(18-23(26)27)19-25(2,3)4/h20-22H,5-19H2,1-4H3/t20-,21+,22+/m0/s1	InChIKey=HZZZPXYJZMCKMS-BHDDXSALSA-N	[H][C@]1(CCCCCC)C[C@@]1([H])CCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C										
M_fa17c9crn_m	O-cis-9,10-methylenehexadecanoyl-L-carnitine	m	0	C24H45NO4					correct to L-carnitine version	wimi	M_fa17c9crn_m	InChI=1S/C24H45NO4/c1-5-6-7-11-14-20-17-21(20)15-12-9-8-10-13-16-24(28)29-22(18-23(26)27)19-25(2,3)4/h20-22H,5-19H2,1-4H3/t20-,21+,22+/m0/s1	InChIKey=HZZZPXYJZMCKMS-BHDDXSALSA-N	[H][C@]1(CCCCCC)C[C@@]1([H])CCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C	O-cis-9,10-methylenehexadecanoyl-L-carnitine	C24H45NO4	InChI=1S/C24H45NO4/c1-5-6-7-11-14-20-17-21(20)15-12-9-8-10-13-16-24(28)29-22(18-23(26)27)19-25(2,3)4/h20-22H,5-19H2,1-4H3/t20-,21+,22+/m0/s1	InChIKey=HZZZPXYJZMCKMS-BHDDXSALSA-N	[H][C@]1(CCCCCC)C[C@@]1([H])CCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C										
M_fa19c11crn_c	O-cis-11,12-methyleneoctadecanoyl-L-carnitine	c	0	C26H49NO4								InChI=1S/C26H49NO4/c1-5-6-7-13-16-22-19-23(22)17-14-11-9-8-10-12-15-18-26(30)31-24(20-25(28)29)21-27(2,3)4/h22-24H,5-21H2,1-4H3/t22?,23-,24-/m1/s1	InChIKey=JNTWSORSSDLYPI-HEYJASKDSA-N	[H]C1(CCCCCC)C[C@@]1([H])CCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C	O-cis-11,12-methyleneoctadecanoyl-L-carnitine	C26H49NO4	InChI=1S/C26H49NO4/c1-5-6-7-13-16-22-19-23(22)17-14-11-9-8-10-12-15-18-26(30)31-24(20-25(28)29)21-27(2,3)4/h22-24H,5-21H2,1-4H3/t22?,23-,24-/m1/s1	InChIKey=JNTWSORSSDLYPI-HEYJASKDSA-N	[H]C1(CCCCCC)C[C@@]1([H])CCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C										
M_fa19c11crn_m	O-cis-11,12-methyleneoctadecanoyl-L-carnitine	m	0	C26H49NO4								InChI=1S/C26H49NO4/c1-5-6-7-13-16-22-19-23(22)17-14-11-9-8-10-12-15-18-26(30)31-24(20-25(28)29)21-27(2,3)4/h22-24H,5-21H2,1-4H3/t22?,23-,24-/m1/s1	InChIKey=JNTWSORSSDLYPI-HEYJASKDSA-N	[H]C1(CCCCCC)C[C@@]1([H])CCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C	O-cis-11,12-methyleneoctadecanoyl-L-carnitine	C26H49NO4	InChI=1S/C26H49NO4/c1-5-6-7-13-16-22-19-23(22)17-14-11-9-8-10-12-15-18-26(30)31-24(20-25(28)29)21-27(2,3)4/h22-24H,5-21H2,1-4H3/t22?,23-,24-/m1/s1	InChIKey=JNTWSORSSDLYPI-HEYJASKDSA-N	[H]C1(CCCCCC)C[C@@]1([H])CCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C										
M_fa20_0_m	arachidate	m	-1	C20H39O2	CHEBI:32360				corrected to systematic ID	wimi	M_arach_m	InChI=1S/C20H40O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h2-19H2,1H3,(H,21,22)/p-1	VKOBVWXKNCXXDE-UHFFFAOYSA-M	CCCCCCCCCCCCCCCCCCCC([O-])=O	arachidic acid	C20H40O2	InChI=1S/C20H40O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h2-19H2,1H3,(H,21,22)	VKOBVWXKNCXXDE-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCCC(O)=O	CHEBI:28822	C06425		HMDB0002212;HMDB02212	LMFA01010020		Q409608	10467		10035
M_fa22_0_m	behenate	m	-1	C22H43O2	CHEBI:23858				corrected to systematic ID	wimi	M_docosac_m	InChI=1S/C22H44O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h2-21H2,1H3,(H,23,24)/p-1	UKMSUNONTOPOIO-UHFFFAOYSA-M	CCCCCCCCCCCCCCCCCCCCCC([O-])=O	docosanoic acid	C22H44O2	InChI=1S/C22H44O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h2-21H2,1H3,(H,23,24)	UKMSUNONTOPOIO-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCCCCC(O)=O	CHEBI:28941	C08281		HMDB00944;HMDB0000944	LMFA01010022		Q422590	8215		7923
M_fa24_0_m	lignocerate	m	-1	C24H47O2	CHEBI:31014				changed to systematic ID	wimi	M_ttc_m	InChI=1S/C24H48O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26/h2-23H2,1H3,(H,25,26)/p-1	QZZGJDVWLFXDLK-UHFFFAOYSA-M	CCCCCCCCCCCCCCCCCCCCCCCC([O-])=O	tetracosanoic acid	C24H48O2	InChI=1S/C24H48O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26/h2-23H2,1H3,(H,25,26)	QZZGJDVWLFXDLK-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCCCCCCC(O)=O	CHEBI:28866	C08320		HMDB0002003;HMDB02003	LMFA01010024		Q422634	11197		10724
M_fa26_0_m	cerotate	m	-1	C26H51O2	CHEBI:31013				corrected to systematic ID	wimi	M_hexc_m	InChI=1S/C26H52O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26(27)28/h2-25H2,1H3,(H,27,28)/p-1	XMHIUKTWLZUKEX-UHFFFAOYSA-M	CCCCCCCCCCCCCCCCCCCCCCCCCC([O-])=O	hexacosanoic acid	C26H52O2	InChI=1S/C26H52O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26(27)28/h2-25H2,1H3,(H,27,28)	XMHIUKTWLZUKEX-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O	CHEBI:31009			HMDB0002356;HMDB02356	LMFA01010026		Q903348	10469		10037
M_ficytb5_m	ferricytochrome b5	m	1	C42H44FeN8O8S2R4	CHEBI:18097				[CHECKME] correct charge state? BiGG states 1 or -1, corrected to +1 according reactions	wimi																			
M_focytb5_m	ferrocytochrome b5	m	0		CHEBI:16518				[CHECKME] correct charge state?	wimi																			
M_fru_m	D-Fructose	m	0	C6H12O6	CHEBI:15824				[CHECKME] furanose form?	wimi																			
M_fru_n	D-Fructose	n	0	C6H12O6	CHEBI:15824				[CHECKME] furanose form?	wimi																			
M_g1p_B_c	beta-D-glucose 1-phosphate(2-)	c	-2	C6H11O9P	CHEBI:57684							InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3-,4+,5-,6+/m1/s1	HXXFSFRBOHSIMQ-DVKNGEFBSA-L	OC[C@H]1O[C@@H](OP([O-])([O-])=O)[C@H](O)[C@@H](O)[C@@H]1O	beta-D-glucose 1-phosphate	C6H13O9P	InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6+/m1/s1	HXXFSFRBOHSIMQ-DVKNGEFBSA-N	OC[C@H]1O[C@@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O	CHEBI:16218;CHEBI:10398	C00663					Q27098590	122250		109022
